title,platform,date,publisher,developer,metascore,user_score,esrb
Battlefield 2: Modern Combat,Xbox,Oct_24_2005,EA Games,Digital Illusions,80,8.2,T
Battlefield: Bad Company,PlayStation 3,Jun_23_2008,EA Games,EA DICE,84,8.1,T
Battlefield: Bad Company 2,Xbox 360,Mar__2_2010,EA Games,EA DICE,88,8.6,M
Battlefield: Bad Company 2,PlayStation 3,Mar__2_2010,EA Games,EA DICE,88,8.5,M
Battlefield: Bad Company 2,PC,Mar__2_2010,EA Games,EA DICE,87,8.3,M
Battlefield: Bad Company 2 Vietnam,Xbox 360,Dec_21_2010,EA Games,EA DICE,88,8.0,M
Battlefield: Bad Company 2 Vietnam,PC,Dec_18_2010,EA Games,EA DICE,86,8.0,M
Battlestar Galactica,Xbox,Nov_19_2003,VU Games,Warthog,63,8.8,T
Battlestations: Pacific,PC,May_12_2009,Eidos Interactive,Eidos Interactive,74,7.8,T
Battlezone 98 Redux,PC,Apr_18_2016,Rebellion,Big Boat Interactive,75,8.5,
Bayonetta,Wii U,Oct_24_2014,Nintendo,Bee Tribe,86,8.8,M
Bayonetta,Switch,Feb_16_2018,Nintendo,"Nintendo, PlatinumGames",84,8.2,M
Bayonetta,PC,Apr_11_2017,SegaSoft,"PlatinumGames, Nex Entertainment",90,8.2,M
Bayonetta,Xbox 360,Jan__5_2010,Sega,PlatinumGames,90,8.1,M
Bayonetta + Bayonetta 2,Switch,Feb_16_2018,Nintendo,PlatinumGames,90,8.7,M
Bayonetta 2,Wii U,Sep_20_2014,Nintendo,PlatinumGames,91,8.9,M
Bayonetta 2,Switch,Feb_16_2018,Nintendo,"Nintendo, PlatinumGames",92,8.5,M
Beach Spikers: Virtua Beach Volleyball,GameCube,Aug_12_2002,Sega,Sega AM2,76,8.4,E
Beat Down: Fists of Vengeance,PlayStation 2,Aug_23_2005,Capcom,Cavia Inc.,48,8.3,M
Beat Saber,PlayStation 4,Nov_20_2018,Hyperbolic Magnetism,Hyperbolic Magnetism,86,8.2,E
Beaterator,PSP,Sep_29_2009,Rockstar Games,Rockstar Leeds,80,7.8,E
Beatmania,PlayStation 2,Mar_28_2006,Konami,Konami,67,8.6,E10+
Bee Movie Game,Wii,Nov__5_2007,Activision,Smart Bomb Interactive,62,8.3,E
Bee Movie Game,PlayStation 2,Oct_30_2007,Activision,Beenox,65,8.3,E
Bee Movie Game,DS,Oct_30_2007,Activision,Vicarious Visions,58,8.0,E
Beholder,PC,Nov__9_2016,Warm Lamp Games,Warm Lamp Games,75,7.9,T
Bejeweled 3,Xbox 360,Oct_19_2011,PopCap,PopCap,78,8.3,E
Ben 10 Alien Force: Vilgax Attacks,Xbox 360,Oct_27_2009,D3Publisher,"Papaya Studios, Papaya Studio",61,8.2,E10+
Bendy and the Ink Machine,Xbox One,Nov_20_2018,TheMeatly Games,TheMeatly Games,70,8.4,T
Beyond Good & Evil,PlayStation 2,Nov_11_2003,Ubisoft,Ubisoft Montpellier,86,8.9,T
Beyond Good & Evil,PC,Nov_19_2003,Ubisoft,Ubisoft Montpellier,83,8.6,T
Beyond Good & Evil,GameCube,Dec_11_2003,Ubisoft,Ubisoft Montpellier,87,8.5,T
Beyond Good & Evil,Xbox,Dec__2_2003,Ubisoft,Ubisoft Milan,87,8.3,T
Beyond Good & Evil HD,Xbox 360,Mar__2_2011,Ubisoft,Ubisoft,84,8.6,T
Beyond Good & Evil HD,PlayStation 3,Jun_28_2011,Ubisoft,Ubisoft,83,8.5,T
Beyond: Two Souls,PlayStation 3,Oct__8_2013,SCEA,Quantic Dream,70,8.1,M
Beyond: Two Souls,PlayStation 4,Nov_24_2015,SCEA,Quantic Dream,72,8.0,M
Big Air Freestyle,GameCube,Sep_13_2002,Atari,Paradigm Entertainment,56,8.8,T
Big Bang Mini,DS,Jan_21_2009,SouthPeak Games,Arkedo Studio,78,8.2,E
Big Beach Sports,Wii,Jun_24_2008,THQ,HB Studios Multimedia,44,8.0,E
Billy Hatcher and the Giant Egg,GameCube,Sep_23_2003,Sega,Sonic Team,71,8.6,E
Binary Domain,PlayStation 3,Feb_28_2012,Sega,Sega,72,8.4,M
Binary Domain,Xbox 360,Feb_28_2012,Sega,Sega,74,8.1,M
BioShock,Xbox 360,Aug_21_2007,2K Games,"Irrational Games, 2K Marin",96,8.9,M
BioShock,PlayStation 3,Oct_21_2008,2K Games,"Digital Extremes, 2K Marin",94,8.8,M
BioShock,PC,Aug_21_2007,2K Games,"Irrational Games, 2K Marin",96,8.5,M
BioShock 2,Xbox 360,Feb__9_2010,2K Games,2K Marin,88,8.2,M
BioShock 2,PlayStation 3,Feb__9_2010,2K Games,2K Marin,88,8.2,M
BioShock 2,PC,Feb__9_2010,2K Games,2K Marin,88,8.0,M
BioShock 2: Minerva's Den,Xbox 360,Aug_31_2010,2K Games,2K Marin,82,8.7,M
BioShock Infinite,PC,Mar_25_2013,2K Games,Irrational Games,94,8.6,M
BioShock Infinite,PlayStation 3,Mar_26_2013,2K Games,Irrational Games,94,8.5,M
BioShock Infinite,Xbox 360,Mar_26_2013,2K Games,Irrational Games,93,8.5,M
BioShock Infinite: Burial at Sea - Episode One,PlayStation 3,Nov_12_2013,2K Games,Irrational Games,76,8.1,M
BioShock Infinite: Burial at Sea - Episode One,Xbox 360,Nov_12_2013,2K Games,Irrational Games,68,7.9,M
BioShock Infinite: Burial at Sea - Episode Two,PC,Mar_25_2014,2K Games,Irrational Games,80,8.5,M
BioShock Infinite: Burial at Sea - Episode Two,Xbox 360,Mar_25_2014,2K Games,Irrational Games,84,8.4,M
BioShock: The Collection,Xbox One,Sep_13_2016,2K Games,2K Games,84,8.7,M
BioShock: The Collection,PlayStation 4,Sep_13_2016,2K Games,2K Games,84,8.4,M
Biology Battle,Xbox 360,Nov_18_2008,Novaleaf Game Studios,Novaleaf Game Studios,69,8.7,E
Bionic Commando Rearmed,Xbox 360,Aug_13_2008,Capcom,GRIN,85,8.3,M
Bionic Commando Rearmed,PlayStation 3,Aug_14_2008,Capcom,GRIN,87,8.0,M
Bionicle Heroes,PlayStation 2,Nov_14_2006,Eidos Interactive,Traveller's Tales,52,8.7,E10+
Bionicle Heroes,PC,Nov_14_2006,Eidos Interactive,Traveller's Tales,59,7.9,E10+
Birds of Steel,Xbox 360,Mar_13_2012,Konami,Gaijin Entertainment,77,8.5,T
Birds of Steel,PlayStation 3,Mar_13_2012,Konami,Gaijin Entertainment,73,8.0,T
Bit.Trip Beat,Wii,Mar_16_2009,Nintendo,Gaijin Games,80,8.4,E
Bit.Trip Complete,Wii,Sep_13_2011,Aksys Games,Gaijin Games,84,8.0,E
Bit.Trip Core,Wii,Jul__6_2009,Nintendo,Gaijin Games,80,8.1,E
Bit.Trip Fate,Wii,Oct_25_2010,Aksys Games,Gaijin Games,75,8.1,E
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,PC,Feb_26_2013,Gaijin Games,Gaijin Games,85,8.1,T
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Wii U,Feb_26_2013,Gaijin Games,Gaijin Games,84,8.1,T
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,PlayStation 3,Mar__5_2013,Aksys Games,Gaijin Games,86,8.0,T
Bit.Trip Runner,Wii,May_17_2010,Aksys Games,Gaijin Games,76,8.0,E
Bit.Trip Saga,3DS,Sep_13_2011,Aksys Games,Gaijin Games,75,7.9,E
Bit.Trip Void,Wii,Nov_23_2009,Aksys Games,Gaijin Games,79,7.9,E
Black,PlayStation 2,Feb_28_2006,EA Games,Criterion Games,79,8.4,M
Black,Xbox,Feb_28_2006,EA Games,Criterion Games,77,7.9,M
Black & White 2 - Battle of the Gods,PC,Apr_24_2006,EA Games,Lionhead Studios,69,8.5,T
Black Mesa,PC,Sep_14_2012,Black Mesa Modification Team,Black Mesa Modification Team,86,8.9,
Blackthorne,Game Boy Advance,Sep_17_2003,Blizzard Classic Arcade,Mass Media,67,8.0,T
Blade,PlayStation,Nov_23_2000,Activision,Hammerhead,51,8.7,M
Blade Strangers,Switch,Aug_28_2018,Nicalis,Studio Saizensen,75,7.8,T
Blade of Darkness,PC,Feb_19_2001,Codemasters,Rebel Act Studios,75,8.6,M
Bladed Fury,PC,Dec_17_2018,Next Studio,Next Studio,74,8.3,
Bladestorm: The Hundred Years' War,PlayStation 3,Nov__6_2007,Koei,Omega Force,58,7.9,T
Blasphemous,Xbox One,Sep_10_2019,Team 17,The Game Kitchen,82,8.2,M
Blasphemous,PC,Sep_10_2019,Team 17,The Game Kitchen,78,8.0,M
Blasphemous,Switch,Sep_10_2019,Team 17,The Game Kitchen,76,7.8,M
Blasphemous,PlayStation 4,Sep_10_2019,Team 17,The Game Kitchen,78,7.8,M
Blast Corps,Nintendo 64,Feb_28_1997,Nintendo,Rare Ltd.,90,8.5,E
Blaster Master Zero II,Switch,Mar_20_2019,Inti Creates,Inti Creates,85,8.5,E
Blaster Master: Overdrive,Wii,Feb__8_2010,SunSoft,SunSoft,58,8.4,E10+
BlazBlue: Calamity Trigger,PlayStation 3,Jun_30_2009,Aksys Games,Arc System Works,87,8.5,T
BlazBlue: Calamity Trigger,Xbox 360,Jun_30_2009,Aksys Games,Arc System Works,86,8.5,T
BlazBlue: Calamity Trigger Portable,PSP,Mar_10_2010,Aksys Games,Arc System Works,82,7.8,T
BlazBlue: Central Fiction - Special Edition,Switch,Feb__7_2019,Arc System Works,Arc System Works,86,8.3,T
BlazBlue: Chrono Phantasma,PlayStation 3,Mar_25_2014,Aksys Games,Arc System Works,83,8.2,T
BlazBlue: Continuum Shift,Xbox 360,Jul_27_2010,Aksys Games,Arc System Works,85,8.7,T
BlazBlue: Continuum Shift,PlayStation 3,Jul_27_2010,Aksys Games,Arc System Works,87,8.1,T
BlazBlue: Cross Tag Battle,Switch,Jun__5_2018,Arc System Works,Arc System Works,79,7.9,T
BlazeRush,PC,Oct_28_2014,Targem Games,Targem Games,66,8.3,E10+
Blazing Angels 2: Secret Missions of WWII,Xbox 360,Sep_18_2007,Ubisoft,Ubisoft Romania,72,7.8,T
Blazing Angels: Squadrons of WWII,Xbox 360,Mar_23_2006,Ubisoft,Ubisoft,66,8.0,T
Blazing Chrome,Xbox One,Jul_11_2019,The Arcade Crew,JoyMasher,82,8.5,T
Blazing Chrome,Switch,Jul_11_2019,Limited Run Games,JoyMasher,79,7.8,T
Bleach: Dark Souls,DS,Oct__7_2008,Sega,Treasure,82,7.8,T
Bleed 2,Switch,Mar__8_2018,Digerati Distribution,BootdiskRevolution,79,8.1,T
Blinx 2: Masters of Time & Space,Xbox,Nov_18_2004,Microsoft Game Studios,Artoon,68,8.8,E
Blinx: The Time Sweeper,Xbox,Oct__7_2002,Microsoft Game Studios,Artoon,71,8.1,E
Blitz: The League,PlayStation 2,Oct_17_2005,Midway,Midway,76,8.0,M
Block Breaker Deluxe,Wii,Jun_16_2008,Gameloft,Gameloft,70,8.4,E
Blood,PC,May_31_1997,GT Interactive,Monolith Productions,82,8.8,M
Blood & Truth,PlayStation 4,May_28_2019,Sony Interactive Entertainment,SCEE London Studio,80,8.1,M
Blood Bowl 2,Xbox One,Sep_22_2015,Focus Home Interactive,Cyanide,70,8.3,T
Blood Omen 2,Xbox,Mar_21_2002,Eidos Interactive,Crystal Dynamics,76,8.9,M
Blood Omen 2,PlayStation 2,Mar_21_2002,Eidos Interactive,Crystal Dynamics,67,8.6,M
Blood Omen 2,GameCube,Dec__9_2002,Eidos Interactive,Crystal Dynamics,71,8.3,M
Blood Omen 2,PC,Mar_25_2002,Eidos Interactive,Nixxes Software,66,8.2,M
BloodRayne,PlayStation 2,Oct_15_2002,Majesco Games,Terminal Reality,75,8.4,M
BloodRayne,GameCube,Oct_15_2002,Majesco Games,Terminal Reality,73,8.0,M
BloodRayne,Xbox,Oct_15_2002,Majesco Games,Terminal Reality,76,7.9,M
BloodRayne 2,Xbox,Oct_12_2004,Majesco Games,Terminal Reality,71,8.5,M
Bloodborne,PlayStation 4,Mar_24_2015,SCEA,From Software,92,8.9,M
Bloodborne: The Old Hunters,PlayStation 4,Nov_24_2015,SCEA,From Software,87,9.0,M
Bloodstained: Curse of the Moon,Switch,May_24_2018,Inti Creates,Inti Creates,82,8.5,T
Bloodstained: Ritual of the Night,PlayStation 4,Jun_18_2019,505 Games,"Inti Creates, ArtPlay",83,8.5,T
Bloodstained: Ritual of the Night,PC,Jun_18_2019,505 Games,"Inti Creates, ArtPlay",83,8.5,T
Bloody Roar 3,PlayStation 2,Jun_25_2001,Activision,Eighting/Raizing,71,8.3,T
Bloody Roar 4,PlayStation 2,Nov_11_2003,Hudson,Eighting,59,8.6,M
Bloody Roar Extreme,Xbox,May_27_2003,Konami,Eighting/Raizing,61,8.6,T
Bloody Roar: Primal Fury,GameCube,Mar_18_2002,Activision,Eighting/Raizing,75,8.3,T
Blossom Tales: The Sleeping King,Switch,Dec_21_2017,FDG Entertainment,"Castle Pixel, LLC.",80,8.0,E10+
Blue Dragon,Xbox 360,Aug_28_2007,Microsoft Game Studios,"Mistwalker, Artoon",79,7.9,T
Blur,Xbox 360,May_25_2010,Activision,Bizarre Creations,82,8.2,E10+
Blur,PlayStation 3,May_25_2010,Activision,Bizarre Creations,81,8.1,E10+
Boktai 2: Solar Boy Django,Game Boy Advance,Oct_19_2004,Kojima Productions,KCEJ,78,8.1,T
Boktai: The Sun Is in Your Hand,Game Boy Advance,Sep_16_2003,Konami,KCEJ,83,8.1,E
Bomb Chicken,Switch,Jul_12_2018,Nitrome,Nitrome,77,8.0,E10+
Bomberman Generation,GameCube,Jun__3_2002,Majesco Games,Hudson,81,8.4,E
Bomberman Jetters,GameCube,Mar_10_2004,Majesco Games,Hudson,70,7.9,E
Bomberman Land Portable,PSP,Jan_29_2008,Hudson Entertainment,Racjin,55,7.8,E
Bomberman Live,Xbox 360,Jul_18_2007,Hudson Entertainment,Backbone Entertainment,84,8.0,E
Bomberman Live: Battlefest,Xbox 360,Dec__8_2010,Hudson Entertainment,Hudson Entertainment,70,8.3,E
Bomberman Online,Dreamcast,Oct_30_2001,Sega,Hudson,80,8.2,E
Book of Demons,PC,Dec_13_2018,Thing Trunk,Thing Trunk,73,8.2,
Bookworm Adventures Deluxe,PC,Dec_20_2006,PopCap,PopCap,82,7.9,E10+
Boom Blox,Wii,May__6_2008,Electronic Arts,EA LA,85,7.9,E
Boom Blox Bash Party,Wii,May_19_2009,Electronic Arts,EA LA,86,7.8,E
Borderlands,Xbox 360,Oct_20_2009,2K Games,Gearbox Software,84,8.2,M
Borderlands,PlayStation 3,Oct_20_2009,2K Games,Gearbox Software,83,7.8,M
Borderlands 2,Xbox 360,Sep_18_2012,2K Games,Gearbox Software,89,8.3,M
Borderlands 2,PlayStation 3,Sep_18_2012,2K Games,Gearbox Software,91,8.2,M
Borderlands 2,PC,Sep_17_2012,2K Games,Gearbox Software,89,8.2,M
Borderlands 2: Mr. Torgue's Campaign of Carnage,Xbox 360,Nov_20_2012,2K Games,Gearbox Software,83,8.2,M
Borderlands 2: Tiny Tina's Assault on Dragon Keep,Xbox 360,Jun_25_2013,2K Games,Gearbox Software,86,8.3,M
Borderlands: Game of the Year Edition,Xbox One,Apr__3_2019,Gearbox Publishing,Take-Two Interactive,80,8.0,M
Borderlands: The Handsome Collection,Xbox One,Mar_24_2015,2K Games,"Gearbox Software, Iron Galaxy Studios",80,7.9,M
Borderlands: The Handsome Collection,PlayStation 4,Mar_24_2015,2K Games,"Gearbox Software, Iron Galaxy Studios",82,7.8,M
Borderlands: The Secret Armory of General Knoxx,Xbox 360,Feb_23_2010,2K Games,Gearbox Software,85,8.0,M
Borderlands: The Zombie Island of Dr. Ned,Xbox 360,Nov_24_2009,2K Games,Gearbox Software,81,8.0,M
Botanicula,PC,Apr_19_2012,Amanita Design,Amanita Design,82,8.3,
BoxBoxBoy!,3DS,Jun_30_2016,Nintendo,HAL Labs,80,7.9,E
BoxBoy! + BoxGirl!,Switch,Apr_26_2019,Nintendo,HAL Labs,80,8.2,E
Braid,PC,Apr_10_2009,MumboJumbo,"Number None Inc., Knockout Games",90,8.6,E10+
Braid,Xbox 360,Aug__6_2008,Number None Inc.,Number None Inc.,93,8.5,E10+
Braid,PlayStation 3,Nov_12_2009,Number None Inc.,"Hothead Games, Number None Inc.",93,7.8,E10+
Brain Age: Concentration Training,3DS,Feb_10_2013,Nintendo,Nintendo,69,7.8,E
Brandish: The Dark Revenant,PSP,Jan_13_2015,XSEED Games,Falcom,78,8.3,T
Brave Fencer Musashi,PlayStation,Oct_31_1998,Square EA,SquareSoft,81,8.3,E
Brave Story: New Traveler,PSP,Jul_31_2007,XSEED Games,Game Republic,76,7.8,E10+
Bravely Default,3DS,Feb__7_2014,Nintendo,Silicon Studio,85,8.5,T
Bravely Second: End Layer,3DS,Apr_15_2016,Square Enix,Silicon Studio,81,8.2,T
Breakdown,Xbox,Mar_16_2004,Namco,Namco,71,8.1,M
Breath of Fire II,Game Boy Advance,Apr_16_2002,Capcom,Capcom,81,8.2,E
Breath of Fire IV,PlayStation,Nov_28_2000,Capcom,Capcom,83,8.9,T
Brian Lara International Cricket 2007,PC,Mar_23_2007,Codemasters,Codemasters,71,8.6,
Britney's Dance Beat,Game Boy Advance,Mar_25_2002,THQ,Art,53,8.4,E
Broforce,PC,Apr__7_2014,Devolver Digital,Free Lives,83,8.0,
Broken Sword 5: The Serpents' Curse - Part I,PC,Dec__4_2013,Revolution Software,Revolution Software,69,7.9,T
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,Mar_24_2009,Ubisoft,Revolution Software,74,8.2,T
Broken Sword: Shadow of the Templars - The Director's Cut,DS,Mar_24_2009,Ubisoft,Revolution Software,78,8.0,T
Broken Sword: The Shadow of the Templars,Game Boy Advance,Mar_17_2002,Bam Entertainment,Revolution Software,80,8.4,T
Broken Sword: The Sleeping Dragon,Xbox,Dec__8_2003,The Adventure Company,Revolution Software,77,8.3,T
Brothers In Arms DS,DS,Jun_21_2007,Ubisoft,Gameloft,72,8.0,T
Brothers in Arms: D-Day,PSP,Dec__5_2006,Ubisoft,Ubisoft Shanghai,65,8.4,M
Brothers in Arms: Earned in Blood,Xbox,Oct__6_2005,Ubisoft,Gearbox Software,85,8.6,M
Brothers in Arms: Earned in Blood,PlayStation 2,Oct_26_2005,Ubisoft,Gearbox Software,71,8.0,M
Brothers in Arms: Hell's Highway,Xbox 360,Sep_23_2008,Ubisoft,Gearbox Software,76,8.3,M
Brothers in Arms: Hell's Highway,PlayStation 3,Sep_23_2008,Ubisoft,Gearbox Software,76,8.0,M
Brothers in Arms: Road to Hill 30,Xbox,Mar__1_2005,Ubisoft,Gearbox Software,88,8.0,M
Brothers: A Tale of Two Sons,Xbox 360,Aug__7_2013,505 Games,Starbreeze,86,8.7,T
Brothers: A Tale of Two Sons,PC,Sep__3_2013,505 Games,Starbreeze,90,8.5,T
Brothers: A Tale of Two Sons,PlayStation 3,Sep__3_2013,505 Games,Starbreeze,85,8.6,T
Brothers: A Tale of Two Sons,PlayStation 4,Aug_11_2015,505 Games,Starbreeze,81,8.0,T
Brothers: A Tale of Two Sons,Switch,May_28_2019,505 Games,Turn Me Up Games,80,7.8,T
Brutal Legend,Xbox 360,Oct_13_2009,EA Games,Double Fine Productions,82,8.0,M
Brutal Legend,PC,Feb_26_2013,Double Fine Productions,Double Fine Productions,80,7.8,M
Buffy the Vampire Slayer,Xbox,Aug_18_2002,Electronic Arts,Double Helix Games,79,8.0,T
Buffy the Vampire Slayer: Chaos Bleeds,PlayStation 2,Aug_27_2003,VU Games,Eurocom Entertainment Software,72,8.8,T
Buffy the Vampire Slayer: Chaos Bleeds,GameCube,Aug_28_2003,Sierra Entertainment,Eurocom Entertainment Software,75,8.4,T
Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,Jun_24_2003,THQ,Natsume,44,8.8,T
Bully,PlayStation 2,Oct_17_2006,Rockstar Games,Rockstar Vancouver,87,9.0,T
Bully: Scholarship Edition,Xbox 360,Mar__4_2008,Rockstar Games,"Mad Doc Software, Rockstar Vancouver",80,8.3,T
Bully: Scholarship Edition,Wii,Mar__4_2008,Rockstar Games,Rockstar Toronto,83,8.3,T
Burnout,GameCube,Apr_29_2002,Acclaim,Criterion Games,78,8.0,E
Burnout 2: Point of Impact,GameCube,Apr__9_2003,Acclaim,Criterion Games,89,8.7,E
Burnout 2: Point of Impact,PlayStation 2,Sep_30_2002,Acclaim,Criterion Games,86,8.2,E
Burnout 3: Takedown,PlayStation 2,Sep__7_2004,EA Games,Criterion Games,93,9.0,T
Burnout Dominator,PSP,Mar__6_2007,Electronic Arts,Criterion Games,76,8.1,E10+
Burnout Legends,PSP,Sep_13_2005,EA Games,Criterion Games,86,8.5,E10+
Burnout Revenge,PlayStation 2,Sep_13_2005,Electronic Arts,Criterion Games,90,8.8,E10+
Burnout Revenge,Xbox,Sep_13_2005,Electronic Arts,Criterion Games,89,8.4,E10+
Burnout Revenge,Xbox 360,Mar__7_2006,Electronic Arts,Criterion Games,89,8.2,E10+
Bushido Blade,PlayStation,Sep_30_1997,SCEA,Light Weight,83,8.2,T
Bust A Groove 2,PlayStation,Mar_31_1999,Enix Corporation,Metro,66,8.8,E
Bust-A-Move 4,Dreamcast,May_31_2000,Acclaim,Taito Corporation,79,8.5,E
Buzz! Junior: Jungle Party,PlayStation 2,Oct__2_2007,SCEA,Magenta Software,70,8.6,E
Buzz! Quiz World,PlayStation 3,Nov_11_2009,SCEA,Relentless Software,80,8.3,T
Buzz! The Mega Quiz,PlayStation 2,Oct_30_2007,SCEA,Relentless Software,75,8.6,E10+
C-12: Final Resistance,PlayStation,Jul_22_2002,SCEA,SCE Studio Cambridge,63,8.7,T
CIMA: The Enemy,Game Boy Advance,Nov_17_2003,Natsume,Neverland,70,8.2,E
CT Special Forces 2: Back in the Trenches,Game Boy Advance,Jun_29_2004,Hip Games,LSP,76,8.5,T
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Switch,Jun_13_2019,Nintendo,Brace Yourself Games,86,8.3,E
Caesar IV,PC,Sep_26_2006,Vivendi Games,Tilted Mill,74,7.8,E10+
Call of Cthulhu: Dark Corners of the Earth,Xbox,Oct_24_2005,2K Games,Headfirst Productions,77,8.1,M
Call of Duty,PC,Oct_29_2003,Activision,Infinity Ward,91,8.5,T
Call of Duty 2,PC,Oct_25_2005,Activision,Infinity Ward,86,8.5,T
Call of Duty 2,Xbox 360,Nov_17_2005,Activision,Infinity Ward,89,8.2,T
Call of Duty 2: Big Red One,PlayStation 2,Nov__1_2005,Activision,Treyarch,77,8.1,T
Call of Duty 2: Big Red One,GameCube,Nov__1_2005,Activision,Treyarch,76,7.9,T
Call of Duty 4: Modern Warfare,PC,Nov__5_2007,Activision,Infinity Ward,92,8.5,M
Call of Duty 4: Modern Warfare,Xbox 360,Nov__5_2007,Activision,Infinity Ward,94,8.5,M
Call of Duty 4: Modern Warfare,PlayStation 3,Nov__5_2007,Activision,Infinity Ward,94,8.4,M
Call of Duty Classic,PlayStation 3,Dec__3_2009,Activision,Infinity Ward,78,7.8,T
Call of Duty Classic,Xbox 360,Dec__2_2009,Activision,Infinity Ward,72,7.8,T
Call of Duty: Finest Hour,GameCube,Nov_16_2004,Activision,Exakt,74,8.7,T
Call of Duty: Modern Warfare - Reflex Edition,Wii,Nov_10_2009,Activision,Treyarch,76,8.2,M
Call of Duty: United Offensive,PC,Sep_14_2004,Activision,Gray Matter,87,8.3,T
Call of Juarez: Bound in Blood,PC,Jun_30_2009,Ubisoft,Techland,78,7.9,M
Call of Juarez: Gunslinger,PC,May_22_2013,Ubisoft,Techland,79,8.2,M
Call of Juarez: Gunslinger,Xbox 360,May_22_2013,Ubisoft,Techland,76,8.2,M
Call of Juarez: Gunslinger,PlayStation 3,May_14_2013,Ubisoft,Techland,75,7.9,M
Cannon Spike,Dreamcast,Nov_14_2000,Capcom,Psikyo,73,8.2,T
Capcom Beat 'Em Up Bundle,Switch,Sep_18_2018,Capcom,Capcom,78,7.8,T
Capcom Beat 'Em Up Bundle,Xbox One,Sep_18_2018,Capcom,Capcom,76,7.8,T
Capcom Classics Collection,PlayStation 2,Sep_27_2005,Capcom,Digital Eclipse,78,8.3,T
Capcom Classics Collection Reloaded,PSP,Oct_24_2006,Capcom,"Capcom, Klein Computer Entertainment",75,8.3,T
Capcom Classics Collection Vol. 2,Xbox,Nov_24_2006,Capcom,Digital Eclipse,72,8.3,T
Capcom Classics Collection Volume 2,PlayStation 2,Nov_24_2006,Capcom,Digital Eclipse,74,8.0,T
Capcom vs. SNK,Dreamcast,Nov__9_2000,Capcom,Capcom,80,8.6,T
Capcom vs. SNK 2 EO,Xbox,Feb_11_2003,Capcom,Capcom,80,8.8,T
Capcom vs. SNK 2 EO,GameCube,Sep_23_2002,Capcom,Capcom,68,8.5,T
Capcom vs. SNK 2: Mark of the Millennium 2001,PlayStation 2,Nov__6_2001,Capcom,Capcom,81,8.0,T
Capcom vs. SNK Pro,PlayStation,Aug_14_2002,Capcom,Klein Computer Entertainment,74,8.5,T
Capitalism II,PC,Dec_16_2001,Ubisoft,Enlight Software,82,8.8,E
Captain Toad: Treasure Tracker,Wii U,Dec__5_2014,Nintendo,Nintendo EAD Tokyo,81,8.6,E
Captain Toad: Treasure Tracker,Switch,Jul_13_2018,Nintendo,"Nintendo EAD Tokyo , Nintendo Software Technology",82,8.0,E
Captain Toad: Treasure Tracker,3DS,Jul_13_2018,Nintendo,"Nintendo EAD Tokyo , Nintendo Software Technology",79,7.8,E
Captain Toad: Treasure Tracker - Special Episode,Switch,Mar_14_2019,Nintendo,Nintendo Software Technology,81,8.1,
Carcassonne,Xbox 360,Jun_27_2007,Sierra Online,Sierra Online,79,8.4,E
Cars,PlayStation 2,Jun__6_2006,THQ,Rainbow Studios,71,8.8,E
Cars 2: The Video Game,Xbox 360,Jun_21_2011,Disney Interactive Studios,Avalanche Software,72,7.9,E10+
Cars Mater-National Championship,Xbox 360,Oct_29_2007,THQ,Rainbow Studios,58,7.8,E
Castle Crashers,Xbox 360,Aug_27_2008,The Behemoth,The Behemoth,82,8.8,T
Castle Crashers,PlayStation 3,Aug_31_2010,The Behemoth,The Behemoth,85,8.4,T
CastleStorm,Switch,Aug_16_2018,Zen Studios,Zen Studios,78,8.0,T
CastleStorm,Wii U,Dec_26_2013,Zen Studios,Zen Studios,83,7.8,T
CastleStorm,PC,Jul_29_2013,Zen Studios,Zen Studios,73,7.8,T
Castlevania Anniversary Collection,Switch,May_16_2019,Konami,"Konami, M2",81,8.1,T
Castlevania: Aria of Sorrow,Game Boy Advance,May__6_2003,Konami,KCET,91,8.8,T
Castlevania: Circle of the Moon,Game Boy Advance,Jun_10_2001,Konami,KCEK,91,8.5,T
Castlevania: Curse of Darkness,PlayStation 2,Nov__1_2005,Konami,Konami,70,8.1,M
Castlevania: Dawn of Sorrow,DS,Oct__4_2005,Konami,Konami,89,8.5,T
Castlevania: Harmony of Dissonance,Game Boy Advance,Sep_16_2002,Konami,KCET,87,7.9,T
Castlevania: Lament of Innocence,PlayStation 2,Oct_21_2003,Konami,KCET,79,8.4,M
Castlevania: Lords of Shadow,PlayStation 3,Oct__5_2010,Konami,Mercury Steam,85,8.1,M
Castlevania: Lords of Shadow,Xbox 360,Oct__5_2010,Konami,Mercury Steam,83,7.9,M
Castlevania: Lords of Shadow - Mirror of Fate HD,Xbox 360,Oct_25_2013,Konami,Mercury Steam,73,7.8,M
Castlevania: Lords of Shadow 2,PlayStation 3,Feb_25_2014,Konami,Mercury Steam,63,7.8,M
Castlevania: Lords of Shadow 2,Xbox 360,Feb_25_2014,Konami,Mercury Steam,70,7.8,M
Castlevania: Order of Ecclesia,DS,Oct_21_2008,Konami,Konami,85,8.5,T
